Date,Open,High,Low,Close,Adj Close,Volume
2019-08-26,77.559998,77.889999,76.180000,77.180000,68.076286,257500
2019-08-27,77.739998,77.739998,75.059998,75.919998,66.964935,399100
2019-08-28,75.660004,77.500000,75.419998,76.949997,67.873444,197900
2019-08-29,77.720001,79.269997,77.720001,79.080002,70.281921,277300
2019-08-30,79.629997,80.029999,78.949997,79.760002,70.886261,445000
2019-09-03,79.209999,79.620003,76.540001,77.400002,68.788841,495800
2019-09-04,78.449997,78.610001,77.209999,78.360001,69.642021,421900
2019-09-05,79.809998,80.980003,79.720001,79.839996,70.957382,275800
2019-09-06,79.809998,79.980003,78.199997,78.480003,69.748688,449200
2019-09-09,79.230003,81.260002,79.099998,80.540001,71.579491,567200
2019-09-10,81.019997,81.809998,80.260002,81.610001,72.530449,725100
2019-09-11,82.089996,82.089996,79.370003,80.519997,71.561714,630000
2019-09-12,80.110001,81.650002,79.430000,81.169998,72.139381,305500
2019-09-13,82.029999,83.949997,81.790001,83.620003,74.316841,568600
2019-09-16,82.669998,84.669998,82.669998,83.760002,74.441254,456700
2019-09-17,83.230003,84.820000,82.260002,84.730003,75.303329,490800
2019-09-18,84.080002,85.330002,83.580002,84.970001,75.516624,427500
2019-09-19,84.910004,85.419998,83.150002,83.650002,74.343475,570100
2019-09-20,83.809998,85.129997,83.739998,84.639999,75.223320,842200
2019-09-23,83.970001,84.620003,82.139999,84.220001,74.850060,398300
2019-09-24,84.220001,84.480003,80.820000,80.959999,71.952766,459000
2019-09-25,80.860001,82.550003,80.440002,82.160004,73.019272,367100
2019-09-26,81.849998,82.440002,79.989998,80.160004,71.241776,874200
2019-09-27,80.660004,81.139999,78.610001,78.750000,69.988655,701800
2019-09-30,79.089996,80.529999,79.040001,80.099998,71.188431,912200
2019-10-01,80.330002,80.510002,76.690002,77.300003,68.699959,436000
2019-10-02,76.550003,76.930000,75.139999,75.690002,67.269081,495400
2019-10-03,75.410004,76.239998,74.559998,76.190002,67.713448,433800
2019-10-04,76.080002,76.529999,74.860001,75.709999,67.286850,508900
2019-10-07,75.709999,76.690002,75.050003,75.099998,66.744720,452900
2019-10-08,73.910004,74.919998,73.510002,73.959999,65.731544,318600
2019-10-09,74.559998,75.050003,73.599998,73.820000,65.607140,467400
2019-10-10,74.730003,75.500000,74.279999,74.349998,66.078171,549900
2019-10-11,75.750000,77.419998,75.599998,76.099998,67.633461,439700
2019-10-14,75.680000,77.000000,75.540001,76.269997,67.784554,289600
2019-10-15,76.180000,77.779999,75.690002,77.139999,68.557755,328400
2019-10-16,76.870003,77.949997,76.529999,76.769997,68.228912,392200
2019-10-17,77.480003,77.480003,76.410004,76.620003,68.095619,369500
2019-10-18,76.300003,77.680000,76.110001,76.970001,68.406685,329600
2019-10-21,77.820000,78.889999,77.809998,78.720001,69.961975,338400
2019-10-22,78.889999,79.599998,78.349998,78.919998,70.139717,704900
2019-10-23,71.760002,75.000000,71.059998,73.330002,65.171646,1830000
