Date,Open,High,Low,Close,Adj Close,Volume
2019-08-26,39.840000,40.270000,39.700001,40.160000,34.180939,10408600
2019-08-27,40.250000,40.340000,39.450001,39.790001,33.866016,8742900
2019-08-28,39.400002,40.700001,39.349998,40.380001,34.368179,9881900
2019-08-29,40.889999,41.500000,40.869999,41.290001,35.142700,12191900
2019-08-30,41.680000,41.869999,41.299999,41.490002,35.312920,7427000
2019-09-03,41.040001,41.090000,40.349998,40.990002,34.887363,8675300
2019-09-04,41.439999,41.689999,41.299999,41.529999,35.346962,6829900
2019-09-05,42.299999,43.110001,42.299999,42.470001,36.147007,8101600
2019-09-06,42.470001,42.549999,42.009998,42.180000,35.900196,7012700
2019-09-09,42.540001,43.490002,42.540001,43.110001,36.691730,11888800
2019-09-10,43.279999,43.810001,43.060001,43.580002,37.091763,12292700
2019-09-11,43.740002,43.939999,43.209999,43.939999,37.398167,9877900
2019-09-12,43.509998,44.439999,43.380001,44.320000,37.721581,13254300
2019-09-13,44.950001,45.450001,44.730000,45.160000,38.436527,11364500
2019-09-16,44.490002,45.049999,44.349998,44.750000,38.087566,6289800
2019-09-17,44.500000,44.500000,43.549999,44.209999,37.627972,9768500
2019-09-18,43.910000,44.490002,43.650002,44.360001,37.755638,8283800
2019-09-19,44.209999,44.470001,43.910000,44.020000,37.466255,6403500
2019-09-20,44.220001,44.599998,43.630001,43.669998,37.168354,22404600
2019-09-23,43.270000,43.779999,42.939999,43.560001,37.074738,7114600
2019-09-24,43.770000,43.770000,42.369999,42.540001,36.206596,11246400
2019-09-25,42.349998,43.160000,42.349998,43.040001,36.632164,6909400
2019-09-26,42.959999,43.009998,42.580002,42.619999,36.274685,5343800
2019-09-27,42.959999,43.180000,42.500000,42.840000,36.461933,8005200
2019-09-30,43.070000,43.200001,42.580002,42.669998,36.317234,6213700
2019-10-01,42.509998,42.650002,41.250000,41.380001,35.219299,13437200
2019-10-02,41.040001,41.090000,40.090000,40.230000,34.240501,12052500
2019-10-03,40.049999,40.299999,39.299999,40.250000,34.257545,12293600
2019-10-04,40.340000,40.820000,40.180000,40.779999,34.708626,5631400
2019-10-07,40.599998,41.110001,40.549999,40.680000,34.623520,6323600
2019-10-08,40.049999,40.200001,39.689999,39.820000,33.891548,8309000
2019-10-09,40.189999,40.650002,40.029999,40.439999,34.419243,8955700
2019-10-10,40.860001,41.410000,40.750000,41.049999,34.938431,8207100
2019-10-11,42.000000,42.590000,41.900002,41.930000,35.687428,14914600
2019-10-14,41.770000,42.310001,41.680000,42.250000,35.959770,6644500
2019-10-15,42.389999,42.919998,41.910000,42.529999,36.198082,10112800
2019-10-16,42.590000,43.150002,42.450001,42.790001,36.419380,10088900
2019-10-17,44.369999,44.500000,43.439999,43.439999,36.972603,17965100
2019-10-18,43.529999,43.860001,43.230000,43.660000,37.159855,10493900
2019-10-21,44.080002,45.090000,44.080002,44.980000,38.283337,14244800
2019-10-22,44.849998,45.619999,44.570000,45.380001,38.623775,12366600
2019-10-23,45.130001,45.930000,45.099998,45.910000,39.074871,8328000
2019-10-24,46.000000,46.130001,45.509998,45.759998,38.947193,7469800
2019-10-25,45.700001,46.459999,45.610001,46.369999,39.466377,9576400
2019-10-28,46.490002,47.160000,46.470001,46.840000,39.866409,10276000
2019-10-29,46.529999,46.930000,46.529999,46.830002,39.857899,7773600
2019-10-30,46.259998,46.290001,45.830002,46.259998,39.669243,7101400
2019-10-31,45.950001,46.259998,45.330002,46.049999,39.489151,9414100
2019-11-01,46.520000,47.400002,46.459999,47.330002,40.586800,9765900
2019-11-04,47.990002,49.000000,47.880001,48.830002,41.873089,15965900
2019-11-05,48.970001,49.889999,48.680000,48.750000,41.804485,13894100
2019-11-06,48.740002,48.799999,48.240002,48.560001,41.641556,7872400
2019-11-07,49.119999,49.580002,48.570000,48.660000,41.727306,14501500
2019-11-08,48.639999,49.150002,48.290001,49.150002,42.147495,7966500
2019-11-11,48.860001,49.389999,48.709999,49.090000,42.096050,7107500
2019-11-12,49.070000,49.209999,48.770000,49.009998,42.027435,6400700
2019-11-13,48.520000,48.580002,48.189999,48.389999,41.495777,7022000
2019-11-14,48.320000,48.720001,48.209999,48.610001,41.684437,5836600
2019-11-15,48.869999,49.160000,48.720001,48.990002,42.010296,6439000
2019-11-18,48.840000,49.090000,48.560001,49.029999,42.044594,6446900
2019-11-19,49.220001,49.599998,49.209999,49.330002,42.301853,6980100
2019-11-20,48.959999,49.110001,48.389999,49.099998,42.104618,9138700
2019-11-21,49.250000,49.340000,48.730000,48.840000,41.881664,8353600
2019-11-22,48.939999,49.259998,48.820000,49.250000,42.233257,6609800
2019-11-25,49.349998,49.980000,49.320000,49.959999,42.842094,8461000
2019-11-26,49.919998,49.930000,49.070000,49.410000,42.370449,10360600
2019-11-27,49.630001,49.869999,49.500000,49.779999,42.687733,8614000
2019-11-29,49.700001,49.720001,49.369999,49.480000,42.430481,4138400
2019-12-02,49.580002,49.959999,49.060001,49.080002,42.087475,8117100
2019-12-03,48.410000,48.439999,47.439999,48.110001,41.255672,12217700
2019-12-04,48.360001,49.090000,48.169998,48.840000,41.881664,8608400
2019-12-05,49.139999,49.259998,48.950001,49.070000,42.078892,6680700
2019-12-06,49.840000,50.240002,49.730000,49.799999,42.704887,9487300
2019-12-09,49.529999,49.900002,49.430000,49.599998,42.533379,6382300
2019-12-10,49.529999,49.930000,49.270000,49.669998,42.593407,10009600
2019-12-11,49.660000,49.790001,49.419998,49.450001,42.404758,6296300
2019-12-12,49.650002,50.869999,49.470001,50.689999,43.468090,11553400
2019-12-13,50.740002,51.150002,50.139999,50.240002,43.082207,10191200
2019-12-16,50.770000,51.119999,50.599998,50.720001,43.493816,11007500
2019-12-17,50.820000,51.220001,50.770000,50.900002,43.648170,10446000
2019-12-18,51.000000,51.119999,50.639999,50.660000,43.442364,9513000
2019-12-19,50.650002,51.000000,50.549999,50.860001,43.613876,9222000
2019-12-20,51.439999,51.439999,50.660000,50.689999,43.468090,18742900
2019-12-23,50.910000,51.099998,50.709999,50.720001,43.493816,6547600
2019-12-24,50.830002,50.930000,50.570000,50.689999,43.468090,2087800
2019-12-26,50.970001,51.290001,50.860001,51.110001,43.828262,5517400
2019-12-27,51.330002,51.330002,50.930000,51.090000,43.811100,4116900
2019-12-30,51.360001,51.380001,50.919998,50.959999,43.699627,4532800
2019-12-31,50.959999,51.130001,50.740002,51.119999,43.836823,5131600
2020-01-02,51.200001,52.060001,51.169998,52.040001,44.625751,7808000
2020-01-03,51.220001,51.450001,50.830002,51.200001,43.905430,6706000
2020-01-06,50.669998,51.040001,50.459999,51.020000,43.751076,7476700
2020-01-07,51.040001,51.189999,50.709999,50.919998,43.665329,4538100
2020-01-08,50.959999,51.790001,50.900002,51.570000,44.222710,6185200
2020-01-09,52.169998,52.250000,51.820000,52.060001,44.642899,7308000
2020-01-10,52.150002,52.470001,51.919998,52.209999,44.771530,7686800
2020-01-13,52.209999,52.779999,52.070000,52.779999,45.260323,8334200
2020-01-14,53.060001,53.250000,52.680000,52.860001,45.328922,9602000
2020-01-15,52.480000,52.939999,52.110001,52.939999,45.397518,11342500
2020-01-16,56.049999,57.360001,55.650002,56.439999,48.398872,34590700
2020-01-17,56.259998,57.570000,56.180000,57.509998,49.316429,15403900
2020-01-21,55.880001,56.480000,55.180000,55.919998,47.952957,20833900
2020-01-22,56.180000,56.509998,55.849998,55.860001,47.901508,10276800
2020-01-23,55.220001,55.650002,54.799999,55.529999,47.618523,10064500
2020-01-24,55.529999,55.610001,54.099998,54.549999,46.778149,9752000
2020-01-27,53.000000,53.689999,52.860001,53.110001,45.543301,10649100
2020-01-28,53.799999,54.439999,53.380001,54.020000,46.323666,9232900
2020-01-29,54.480000,54.549999,53.680000,53.680000,46.032101,9027800
2020-01-30,52.610001,53.860001,52.400002,53.820000,46.455044,8685900
2020-01-31,53.200001,53.279999,51.889999,52.259998,45.108521,11286900
2020-02-03,52.639999,53.590000,52.580002,52.599998,45.402000,8375100
2020-02-04,53.750000,54.599998,53.730000,54.020000,46.627678,9375100
2020-02-05,54.860001,55.150002,54.380001,54.990002,47.464947,8237500
2020-02-06,55.430000,55.490002,54.610001,55.009998,47.482197,6976900
2020-02-07,54.610001,55.110001,54.419998,55.029999,47.499458,7588000
2020-02-10,54.680000,55.360001,54.619999,55.349998,47.775677,5115100
2020-02-11,55.740002,56.250000,55.689999,55.779999,48.146820,7120800
2020-02-12,56.220001,56.660000,56.110001,56.180000,48.492096,7130000
2020-02-13,55.799999,55.990002,55.500000,55.930000,48.276302,5718400
2020-02-14,55.900002,56.119999,55.540001,55.840000,48.198624,4579300
